makine_turu,calisma_saati,genel_bakim_periyodu_saat,sicaklik_durumu,titresim_hissi,yag_seviyesi,genel_durum,sizinti_durumu,kablo_hasar_durumu,hidrolik_yag_durumu,rezistans_kokusu,bor_yag_rengi,spindle_titresim,alt_su_tahliye,mercek_temizligi,kaynak_torcu,kablo_sarmali,isik_bariyeri,sizma_kontrolu,termal_gozlem,sogutma_suyu,teflon_kontrolu,fotosel_algilama,Hedef_Ariza_Tipi,Hedef_Gercek_Yipranma
Plastik ve Enjeksiyon,979,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.32
Kalite Kontrol,4386,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,87.72
Döküm ve Isıl İşlem,2788,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,55.76
Kalite Kontrol,4775,6000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,79.58
Plastik ve Enjeksiyon,4902,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.27
Plastik ve Enjeksiyon,1898,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.45
Döküm ve Isıl İşlem,5000,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yok,90.62
Paketleme ve Lojistik,1682,5000,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,60.14
Yardımcı Tesis,1675,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.5
Paketleme ve Lojistik,4518,5000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,92.77
Talaşlı İmalat,2731,5000,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Yok,63.79
Otomasyon ve Robotik,1163,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.07
Plastik ve Enjeksiyon,4494,8000,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,77.28
Otomasyon ve Robotik,2709,4000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.73
Plastik ve Enjeksiyon,3268,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.36
Döküm ve Isıl İşlem,1227,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.68
Otomasyon ve Robotik,988,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,16.47
Otomasyon ve Robotik,2272,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,56.8
Talaşlı İmalat,3108,6000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yok,51.8
Sac ve Şekillendirme,3524,5000,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,89.73
Plastik ve Enjeksiyon,2842,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.05
Talaşlı İmalat,4600,6000,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,OSF,80.33
Yardımcı Tesis,8454,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,1289,4000,2,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Yok,52.85
Yardımcı Tesis,256,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.4
Döküm ve Isıl İşlem,3520,8000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.37
Otomasyon ve Robotik,1028,4000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,30.02
Plastik ve Enjeksiyon,1331,6000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,24.53
Sac ve Şekillendirme,3669,5000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.2
Talaşlı İmalat,2532,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.3
Otomasyon ve Robotik,1916,4000,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,74.69
Kalite Kontrol,7467,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,344,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.88
Plastik ve Enjeksiyon,3957,4000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,242,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.05
Kalite Kontrol,2945,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,49.08
Plastik ve Enjeksiyon,8394,8000,2,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,8114,8000,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Otomasyon ve Robotik,3976,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,66.27
Sac ve Şekillendirme,3415,4000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,3116,5000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,62.32
Otomasyon ve Robotik,186,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.1
Sac ve Şekillendirme,3063,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.29
Yardımcı Tesis,6828,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.35
Kalite Kontrol,4435,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.92
Döküm ve Isıl İşlem,72,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,1.44
Yardımcı Tesis,2490,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yok,62.25
Sac ve Şekillendirme,1246,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.77
Sac ve Şekillendirme,3841,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,79.21
Sac ve Şekillendirme,639,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,15.97
Talaşlı İmalat,6165,6000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,6725,8000,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,2741,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.68
Paketleme ve Lojistik,7947,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,5489,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,3428,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,84.54
Kalite Kontrol,4122,4000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,4779,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,95.58
Talaşlı İmalat,4675,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,77.92
Yardımcı Tesis,3887,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,64.78
Kalite Kontrol,2156,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.93
Sac ve Şekillendirme,2570,4000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,66.72
Plastik ve Enjeksiyon,3024,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.48
Sac ve Şekillendirme,3199,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,63.98
Otomasyon ve Robotik,5948,8000,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,80.29
Plastik ve Enjeksiyon,7737,8000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.71
Paketleme ve Lojistik,1543,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.57
Paketleme ve Lojistik,4686,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.1
Sac ve Şekillendirme,3904,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,78.08
Sac ve Şekillendirme,4028,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.13
Otomasyon ve Robotik,2251,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,37.52
Döküm ve Isıl İşlem,7323,8000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,4259,4000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,1298,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,21.63
Kalite Kontrol,3593,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,89.83
Yardımcı Tesis,1118,4000,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,45.95
Döküm ve Isıl İşlem,2052,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,41.04
Otomasyon ve Robotik,895,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.9
Yardımcı Tesis,2113,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,52.83
Plastik ve Enjeksiyon,624,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,7.8
Döküm ve Isıl İşlem,4393,4000,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,HDF,100.0
Döküm ve Isıl İşlem,6629,8000,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yok,86.96
Sac ve Şekillendirme,2287,4000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.69
Yardımcı Tesis,152,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.04
Talaşlı İmalat,3935,8000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yok,49.19
Sac ve Şekillendirme,5443,6000,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Plastik ve Enjeksiyon,4017,6000,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.46
Sac ve Şekillendirme,1395,4000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,44.97
Döküm ve Isıl İşlem,4544,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,PWF,95.29
Paketleme ve Lojistik,2552,4000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,84.78
Otomasyon ve Robotik,2693,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.66
Sac ve Şekillendirme,2921,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,48.68
Otomasyon ve Robotik,143,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.57
Yardımcı Tesis,1884,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.1
Kalite Kontrol,5082,6000,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,87.54
Kalite Kontrol,2145,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.75
Döküm ve Isıl İşlem,2147,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.94
Döküm ve Isıl İşlem,1098,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.45
Paketleme ve Lojistik,2638,4000,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,89.33
Paketleme ve Lojistik,6327,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,863,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.79
Döküm ve Isıl İşlem,1753,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,29.22
Paketleme ve Lojistik,3811,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,47.64
Plastik ve Enjeksiyon,8048,8000,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,4787,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,79.78
Otomasyon ve Robotik,819,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.47
Kalite Kontrol,2752,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,45.87
Döküm ve Isıl İşlem,2585,4000,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,HDF,100.0
Kalite Kontrol,5808,8000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.17
Plastik ve Enjeksiyon,329,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.22
Plastik ve Enjeksiyon,3261,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.76
Plastik ve Enjeksiyon,4634,6000,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,77.23
Otomasyon ve Robotik,3207,5000,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,67.56
Sac ve Şekillendirme,1390,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,17.38
Otomasyon ve Robotik,2566,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,51.32
Otomasyon ve Robotik,5727,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,71.59
Kalite Kontrol,3871,4000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,6474,8000,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Döküm ve Isıl İşlem,7734,8000,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PWF,100.0
Döküm ve Isıl İşlem,5102,6000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,87.72
Paketleme ve Lojistik,5038,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,62.98
Kalite Kontrol,4230,6000,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,88.42
Paketleme ve Lojistik,2604,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,32.55
Kalite Kontrol,775,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.38
Plastik ve Enjeksiyon,6595,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.41
Sac ve Şekillendirme,2600,4000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,65.0
Yardımcı Tesis,120,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.4
Paketleme ve Lojistik,760,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.0
Talaşlı İmalat,3892,5000,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yok,86.42
Sac ve Şekillendirme,797,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.93
Yardımcı Tesis,1259,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,20.98
Talaşlı İmalat,3924,4000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.1
Yardımcı Tesis,4959,5000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,2438,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.95
Yardımcı Tesis,6412,6000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,3906,6000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,67.58
Talaşlı İmalat,1196,5000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yok,23.92
Talaşlı İmalat,2073,8000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yok,25.91
Kalite Kontrol,8765,8000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,1532,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.58
Talaşlı İmalat,415,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.3
Yardımcı Tesis,2104,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,35.07
Otomasyon ve Robotik,472,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,11.8
Talaşlı İmalat,5151,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,85.85
Plastik ve Enjeksiyon,3883,6000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,69.06
Otomasyon ve Robotik,5344,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,541,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.82
Talaşlı İmalat,1000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,25.0
Plastik ve Enjeksiyon,3632,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,60.53
Talaşlı İmalat,1910,5000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TWF,38.2
Döküm ve Isıl İşlem,5773,6000,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,PWF,100.0
Otomasyon ve Robotik,7783,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,97.29
Yardımcı Tesis,671,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,8.39
Otomasyon ve Robotik,4775,8000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,62.12
Kalite Kontrol,6832,8000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,88.35
Talaşlı İmalat,5754,6000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Talaşlı İmalat,5252,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,87.53
Plastik ve Enjeksiyon,3939,4000,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,7349,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,91.86
Plastik ve Enjeksiyon,6349,8000,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Kalite Kontrol,4353,8000,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TWF,96.79
Kalite Kontrol,2687,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,33.59
Döküm ve Isıl İşlem,2303,4000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,61.28
Yardımcı Tesis,720,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.0
Yardımcı Tesis,2932,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,58.64
Döküm ve Isıl İşlem,2331,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,38.85
Kalite Kontrol,2212,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,27.65
Paketleme ve Lojistik,7410,8000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Paketleme ve Lojistik,2581,5000,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,75.71
Talaşlı İmalat,3131,6000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,57.28
Otomasyon ve Robotik,4183,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Otomasyon ve Robotik,110,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,2.2
Talaşlı İmalat,4387,4000,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,TWF,100.0
Döküm ve Isıl İşlem,4306,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,53.83
Yardımcı Tesis,5443,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Yardımcı Tesis,188,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,3.13
Sac ve Şekillendirme,5926,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,98.77
Paketleme ve Lojistik,1124,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,18.73
Kalite Kontrol,3931,4000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,4074,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,50.92
Otomasyon ve Robotik,5453,8000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,68.16
Otomasyon ve Robotik,738,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,14.76
Plastik ve Enjeksiyon,7729,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,96.61
Otomasyon ve Robotik,2248,4000,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,73.33
Plastik ve Enjeksiyon,5804,6000,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HDF,100.0
Döküm ve Isıl İşlem,506,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.33
Talaşlı İmalat,2475,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,41.25
Kalite Kontrol,2110,5000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,66.47
Kalite Kontrol,2436,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,40.6
Plastik ve Enjeksiyon,8094,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Plastik ve Enjeksiyon,2768,8000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,34.6
Otomasyon ve Robotik,5908,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.85
Plastik ve Enjeksiyon,5868,8000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,73.35
Sac ve Şekillendirme,4078,4000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PWF,100.0
Sac ve Şekillendirme,4336,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,86.72
Talaşlı İmalat,481,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,9.62
Otomasyon ve Robotik,3485,6000,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,82.23
Plastik ve Enjeksiyon,884,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,22.1
Talaşlı İmalat,4737,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,59.21
Sac ve Şekillendirme,3703,5000,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,77.58
Kalite Kontrol,414,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,6.9
Plastik ve Enjeksiyon,3091,6000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OSF,51.52
Yardımcı Tesis,953,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,19.06
Sac ve Şekillendirme,421,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,10.53
Paketleme ve Lojistik,1087,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,21.74
Otomasyon ve Robotik,2121,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yok,42.42
